"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ERR133985","ERR181435","ERR229952","ERR234202","H37Rv","NC_019950","SRR1019139","SRR1163294","SRR1173445","SRR1173640","SRR1175079","SRR1180462","SRR671749","SRR998654"
"group_129","","hypothetical protein","14","14","1","1","208","","","","1139","1514","1458","ERR133985_00116","ERR181435_00118","ERR229952_00118","ERR234202_00117","H37Rv_00116","NC_019950_00120","SRR1019139_00119","SRR1163294_00117","SRR1173445_00117","SRR1173640_00117","SRR1175079_00116","SRR1180462_00117","SRR671749_00115","SRR998654_00116"
"group_131","","Putative S-adenosyl-L-methionine-dependent methyltransferase","14","14","1","1","254","","","","614","1004","914","ERR133985_00160","ERR181435_00161","ERR229952_00161","ERR234202_00161","H37Rv_00159","NC_019950_00163","SRR1019139_00164","SRR1163294_00161","SRR1173445_00162","SRR1173640_00162","SRR1175079_00161","SRR1180462_00162","SRR671749_00158","SRR998654_00160"
"group_135","","hypothetical protein","14","14","1","1","497","","","","839","1316","1199","ERR133985_00390","ERR181435_00390","ERR229952_00391","ERR234202_00393","H37Rv_00390","NC_019950_00387","SRR1019139_00392","SRR1163294_00390","SRR1173445_00393","SRR1173640_00390","SRR1175079_00390","SRR1180462_00391","SRR671749_00387","SRR998654_00387"
"group_140","","KsdD-like steroid dehydrogenase","14","14","1","1","951","","","","1160","1700","1613","ERR133985_00831","ERR181435_00829","ERR229952_00834","ERR234202_00835","H37Rv_00831","NC_019950_00812","SRR1019139_00833","SRR1163294_00829","SRR1173445_00831","SRR1173640_00831","SRR1175079_00828","SRR1180462_00832","SRR671749_00827","SRR998654_00829"
"group_142","","ISNCY family transposase ISRjo3","14","14","1","1","1229","","","","335","491","479","ERR133985_01094","ERR181435_01097","ERR229952_01102","ERR234202_01102","H37Rv_01094","NC_019950_01082","SRR1019139_01098","SRR1163294_01094","SRR1173445_01095","SRR1173640_01097","SRR1175079_01092","SRR1180462_01099","SRR671749_01091","SRR998654_01092"
"group_143","","ISNCY family transposase ISRjo3","14","14","1","1","1230","","","","686","785","693","ERR133985_01095","ERR181435_01098","ERR229952_01103","ERR234202_01103","H37Rv_01095","NC_019950_01083","SRR1019139_01099","SRR1163294_01095","SRR1173445_01096","SRR1173640_01098","SRR1175079_01093","SRR1180462_01100","SRR671749_01092","SRR998654_01093"
"group_144","","hypothetical protein","14","14","1","1","1320","","","","110","1535","726","ERR133985_01183","ERR181435_01186","ERR229952_01191","ERR234202_01192","H37Rv_01183","NC_019950_01164","SRR1019139_01187","SRR1163294_01183","SRR1173445_01184","SRR1173640_01186","SRR1175079_01182","SRR1180462_01188","SRR671749_01180","SRR998654_01181"
"group_146","","putative PPE family protein PPE40","14","14","1","1","1340","","","","1331","1856","1818","ERR133985_01201","ERR181435_01204","ERR229952_01209","ERR234202_01210","H37Rv_01201","NC_019950_01179","SRR1019139_01205","SRR1163294_01201","SRR1173445_01202","SRR1173640_01205","SRR1175079_01201","SRR1180462_01206","SRR671749_01198","SRR998654_01200"
"group_148","","putative PPE family protein PPE17","14","14","1","1","1380","","","","542","1103","1008","ERR133985_01239","ERR181435_01241","ERR229952_01247","ERR234202_01247","H37Rv_01239","NC_019950_01217","SRR1019139_01243","SRR1163294_01238","SRR1173445_01239","SRR1173640_01242","SRR1175079_01239","SRR1180462_01243","SRR671749_01236","SRR998654_01237"
"esxL","","ESAT-6-like protein EsxL","14","14","1","1","1411","","","","284","284","284","ERR133985_01269","ERR181435_01271","ERR229952_01277","ERR234202_01277","H37Rv_01270","NC_019950_01247","SRR1019139_01273","SRR1163294_01268","SRR1173445_01269","SRR1173640_01272","SRR1175079_01269","SRR1180462_01273","SRR671749_01266","SRR998654_01267"
"pks5","","Mycocerosic acid synthase-like polyketide synthase","14","14","1","1","4443","","","","5426","6302","6239","ERR133985_01617","ERR181435_01618","ERR229952_01624","ERR234202_01622","H37Rv_01616","NC_019950_01595","SRR1019139_01617","SRR1163294_01615","SRR1173445_01616","SRR1173640_01619","SRR1175079_01615","SRR1180462_01620","SRR671749_01613","SRR998654_01617"
"plsB1","","Putative acyltransferase plsB1","14","14","1","1","4417","","","","1001","1865","1737","ERR133985_01641","ERR181435_01642","ERR229952_01647","ERR234202_01645","H37Rv_01640","NC_019950_01619","SRR1019139_01640","SRR1163294_01638","SRR1173445_01640","SRR1173640_01643","SRR1175079_01639","SRR1180462_01643","SRR671749_01637","SRR998654_01640"
"treZ","","Malto-oligosyltrehalose trehalohydrolase","14","14","1","1","4403","","","","1298","1742","1628","ERR133985_01653","ERR181435_01654","ERR229952_01659","ERR234202_01657","H37Rv_01652","NC_019950_01637","SRR1019139_01652","SRR1163294_01650","SRR1173445_01652","SRR1173640_01656","SRR1175079_01652","SRR1180462_01655","SRR671749_01649","SRR998654_01652"
"ctaD","","putative cytochrome c oxidase subunit 1","14","14","1","1","2742","","","","1721","1721","1721","ERR133985_03193","ERR181435_03200","ERR229952_03208","ERR234202_03196","H37Rv_03196","NC_019950_03167","SRR1019139_03194","SRR1163294_03200","SRR1173445_03191","SRR1173640_03190","SRR1175079_03190","SRR1180462_03198","SRR671749_03189","SRR998654_03193"
"rsfS","","Ribosomal silencing factor RsfS","14","14","1","1","3439","","","","380","380","380","ERR133985_02553","ERR181435_02557","ERR229952_02564","ERR234202_02555","H37Rv_02554","NC_019950_02541","SRR1019139_02552","SRR1163294_02555","SRR1173445_02551","SRR1173640_02553","SRR1175079_02554","SRR1180462_02555","SRR671749_02549","SRR998654_02552"
"group_1595","","putative protein","14","14","1","1","201","","","","551","551","551","ERR133985_00110","ERR181435_00112","ERR229952_00112","ERR234202_00111","H37Rv_00110","NC_019950_00114","SRR1019139_00113","SRR1163294_00111","SRR1173445_00111","SRR1173640_00111","SRR1175079_00110","SRR1180462_00111","SRR671749_00109","SRR998654_00110"
"group_1596","","putative ABC transporter ATP-binding protein","14","14","1","1","170","","","","992","992","992","ERR133985_00083","ERR181435_00084","ERR229952_00084","ERR234202_00083","H37Rv_00082","NC_019950_00086","SRR1019139_00084","SRR1163294_00082","SRR1173445_00083","SRR1173640_00083","SRR1175079_00082","SRR1180462_00082","SRR671749_00081","SRR998654_00082"
"rpfD","","Resuscitation-promoting factor RpfD","14","14","1","1","3471","","","","464","464","464","ERR133985_02523","ERR181435_02526","ERR229952_02534","ERR234202_02525","H37Rv_02524","NC_019950_02508","SRR1019139_02522","SRR1163294_02525","SRR1173445_02521","SRR1173640_02523","SRR1175079_02524","SRR1180462_02525","SRR671749_02519","SRR998654_02522"
"group_1598","","hypothetical protein","14","14","1","1","228","","","","368","368","368","ERR133985_00136","ERR181435_00138","ERR229952_00137","ERR234202_00137","H37Rv_00136","NC_019950_00140","SRR1019139_00139","SRR1163294_00137","SRR1173445_00138","SRR1173640_00138","SRR1175079_00137","SRR1180462_00137","SRR671749_00135","SRR998654_00136"
"mbtM","","Long-chain-fatty-acid--[acyl-carrier-protein] ligase MbtM","14","14","1","1","1568","","","","1565","1565","1565","ERR133985_01423","ERR181435_01425","ERR229952_01432","ERR234202_01431","H37Rv_01424","NC_019950_01404","SRR1019139_01427","SRR1163294_01422","SRR1173445_01424","SRR1173640_01426","SRR1175079_01424","SRR1180462_01427","SRR671749_01421","SRR998654_01423"
"sugB","","Trehalose transport system permease protein SugB","14","14","1","1","1453","","","","839","839","839","ERR133985_01309","ERR181435_01311","ERR229952_01317","ERR234202_01317","H37Rv_01310","NC_019950_01287","SRR1019139_01313","SRR1163294_01308","SRR1173445_01308","SRR1173640_01312","SRR1175079_01309","SRR1180462_01313","SRR671749_01307","SRR998654_01307"
"stf0","","Trehalose 2-sulfotransferase","14","14","1","1","421","","","","803","803","803","ERR133985_00316","ERR181435_00317","ERR229952_00319","ERR234202_00317","H37Rv_00315","NC_019950_00321","SRR1019139_00319","SRR1163294_00317","SRR1173445_00321","SRR1173640_00318","SRR1175079_00317","SRR1180462_00319","SRR671749_00314","SRR998654_00314"
"group_1602","","hypothetical protein","14","14","1","1","4330","","","","443","443","443","ERR133985_01723","ERR181435_01724","ERR229952_01729","ERR234202_01727","H37Rv_01722","NC_019950_01694","SRR1019139_01722","SRR1163294_01721","SRR1173445_01722","SRR1173640_01726","SRR1175079_01722","SRR1180462_01725","SRR671749_01719","SRR998654_01722"
"group_1603","","hypothetical protein","14","14","1","1","2461","","","","665","665","665","ERR133985_03465","ERR181435_03470","ERR229952_03480","ERR234202_03466","H37Rv_03468","NC_019950_03447","SRR1019139_03468","SRR1163294_03474","SRR1173445_03462","SRR1173640_03461","SRR1175079_03461","SRR1180462_03471","SRR671749_03461","SRR998654_03465"
"group_1604","","hypothetical protein","14","14","1","1","227","","","","182","182","182","ERR133985_00135","ERR181435_00137","ERR229952_00136","ERR234202_00136","H37Rv_00135","NC_019950_00139","SRR1019139_00138","SRR1163294_00136","SRR1173445_00137","SRR1173640_00137","SRR1175079_00136","SRR1180462_00136","SRR671749_00134","SRR998654_00135"
"smpB","","SsrA-binding protein","14","14","1","1","2681","","","","482","482","482","ERR133985_03254","ERR181435_03262","ERR229952_03269","ERR234202_03257","H37Rv_03257","NC_019950_03245","SRR1019139_03256","SRR1163294_03262","SRR1173445_03252","SRR1173640_03251","SRR1175079_03251","SRR1180462_03260","SRR671749_03250","SRR998654_03254"
"group_1606","","hypothetical protein","14","14","1","1","2575","","","","173","173","173","ERR133985_03356","ERR181435_03363","ERR229952_03372","ERR234202_03358","H37Rv_03359","NC_019950_03330","SRR1019139_03359","SRR1163294_03365","SRR1173445_03354","SRR1173640_03353","SRR1175079_03353","SRR1180462_03362","SRR671749_03352","SRR998654_03356"
"rnhB","","Ribonuclease HII","14","14","1","1","2903","","","","737","737","737","ERR133985_03042","ERR181435_03052","ERR229952_03059","ERR234202_03048","H37Rv_03046","NC_019950_03017","SRR1019139_03044","SRR1163294_03050","SRR1173445_03042","SRR1173640_03040","SRR1175079_03042","SRR1180462_03047","SRR671749_03039","SRR998654_03045"
"group_1608","","hypothetical protein","14","14","1","1","2364","","","","104","104","104","ERR133985_03549","ERR181435_03554","ERR229952_03566","ERR234202_03550","H37Rv_03551","NC_019950_03537","SRR1019139_03552","SRR1163294_03557","SRR1173445_03547","SRR1173640_03545","SRR1175079_03545","SRR1180462_03554","SRR671749_03544","SRR998654_03551"
"rpsP","","30S ribosomal protein S16","14","14","1","1","2896","","","","488","488","488","ERR133985_03049","ERR181435_03059","ERR229952_03066","ERR234202_03055","H37Rv_03053","NC_019950_03024","SRR1019139_03051","SRR1163294_03057","SRR1173445_03049","SRR1173640_03047","SRR1175079_03049","SRR1180462_03054","SRR671749_03046","SRR998654_03052"
"tcrX_3","","putative transcriptional regulatory protein TcrX","14","14","1","1","1943","","","","704","704","704","ERR133985_03955","ERR181435_03959","ERR229952_03970","ERR234202_03955","H37Rv_03957","NC_019950_03934","SRR1019139_03953","SRR1163294_03958","SRR1173445_03951","SRR1173640_03949","SRR1175079_03949","SRR1180462_03956","SRR671749_03950","SRR998654_03958"
"group_1611","","putative protein","14","14","1","1","4111","","","","488","488","488","ERR133985_01927","ERR181435_01933","ERR229952_01937","ERR234202_01931","H37Rv_01927","NC_019950_01906","SRR1019139_01928","SRR1163294_01929","SRR1173445_01927","SRR1173640_01931","SRR1175079_01929","SRR1180462_01929","SRR671749_01924","SRR998654_01928"
"group_1612","","putative protein","14","14","1","1","3904","","","","1496","1496","1496","ERR133985_02119","ERR181435_02126","ERR229952_02131","ERR234202_02122","H37Rv_02119","NC_019950_02096","SRR1019139_02120","SRR1163294_02123","SRR1173445_02119","SRR1173640_02123","SRR1175079_02120","SRR1180462_02121","SRR671749_02117","SRR998654_02119"
"pbpA","","Penicillin-binding protein A","14","14","1","1","108","","","","1475","1475","1475","ERR133985_00022","ERR181435_00021","ERR229952_00021","ERR234202_00021","H37Rv_00022","NC_019950_00023","SRR1019139_00022","SRR1163294_00020","SRR1173445_00022","SRR1173640_00021","SRR1175079_00021","SRR1180462_00021","SRR671749_00021","SRR998654_00021"
"group_1614","","hypothetical protein","14","14","1","1","2141","","","","530","530","530","ERR133985_03757","ERR181435_03761","ERR229952_03773","ERR234202_03756","H37Rv_03759","NC_019950_03738","SRR1019139_03756","SRR1163294_03761","SRR1173445_03752","SRR1173640_03752","SRR1175079_03752","SRR1180462_03759","SRR671749_03752","SRR998654_03759"
"korA","","2-oxoglutarate oxidoreductase subunit KorA","14","14","1","1","3404","","","","1961","1961","1961","ERR133985_02587","ERR181435_02591","ERR229952_02597","ERR234202_02589","H37Rv_02589","NC_019950_02579","SRR1019139_02586","SRR1163294_02590","SRR1173445_02585","SRR1173640_02587","SRR1175079_02588","SRR1180462_02589","SRR671749_02583","SRR998654_02586"
"mtcA2","","Carbonic anhydrase 2","14","14","1","1","2125","","","","623","623","623","ERR133985_03773","ERR181435_03778","ERR229952_03789","ERR234202_03773","H37Rv_03775","NC_019950_03754","SRR1019139_03772","SRR1163294_03778","SRR1173445_03768","SRR1173640_03768","SRR1175079_03768","SRR1180462_03776","SRR671749_03768","SRR998654_03776"
"group_1617","","hypothetical protein","14","14","1","1","433","","","","482","482","482","ERR133985_00327","ERR181435_00328","ERR229952_00331","ERR234202_00330","H37Rv_00327","NC_019950_00326","SRR1019139_00330","SRR1163294_00328","SRR1173445_00332","SRR1173640_00329","SRR1175079_00328","SRR1180462_00330","SRR671749_00325","SRR998654_00326"
"group_1618","","hypothetical protein","14","14","1","1","474","","","","812","812","812","ERR133985_00369","ERR181435_00368","ERR229952_00371","ERR234202_00371","H37Rv_00368","NC_019950_00366","SRR1019139_00370","SRR1163294_00369","SRR1173445_00372","SRR1173640_00369","SRR1175079_00368","SRR1180462_00370","SRR671749_00366","SRR998654_00366"
"group_1619","","hypothetical protein","14","14","1","1","220","","","","188","188","188","ERR133985_00128","ERR181435_00130","ERR229952_00129","ERR234202_00129","H37Rv_00128","NC_019950_00132","SRR1019139_00131","SRR1163294_00129","SRR1173445_00130","SRR1173640_00130","SRR1175079_00129","SRR1180462_00129","SRR671749_00127","SRR998654_00128"
"group_1620","","hypothetical protein","14","14","1","1","4058","","","","1136","1136","1136","ERR133985_01979","ERR181435_01985","ERR229952_01991","ERR234202_01983","H37Rv_01979","NC_019950_01958","SRR1019139_01980","SRR1163294_01982","SRR1173445_01978","SRR1173640_01983","SRR1175079_01980","SRR1180462_01981","SRR671749_01976","SRR998654_01979"
"group_1621","","putative HTH-type transcriptional regulator","14","14","1","1","2920","","","","419","419","419","ERR133985_03026","ERR181435_03036","ERR229952_03043","ERR234202_03032","H37Rv_03030","NC_019950_03001","SRR1019139_03028","SRR1163294_03034","SRR1173445_03026","SRR1173640_03024","SRR1175079_03026","SRR1180462_03031","SRR671749_03023","SRR998654_03028"
"adhB_2","","Alcohol dehydrogenase B","14","14","1","1","924","","","","1127","1127","1127","ERR133985_00806","ERR181435_00805","ERR229952_00809","ERR234202_00810","H37Rv_00806","NC_019950_00786","SRR1019139_00809","SRR1163294_00805","SRR1173445_00807","SRR1173640_00807","SRR1175079_00804","SRR1180462_00808","SRR671749_00802","SRR998654_00804"
"group_1623","","hypothetical protein","14","14","1","1","1068","","","","317","317","317","ERR133985_00943","ERR181435_00944","ERR229952_00949","ERR234202_00950","H37Rv_00943","NC_019950_00920","SRR1019139_00945","SRR1163294_00940","SRR1173445_00943","SRR1173640_00945","SRR1175079_00941","SRR1180462_00945","SRR671749_00940","SRR998654_00941"
"mtcA1","","Beta-carbonic anhydrase 1","14","14","1","1","1504","","","","491","491","491","ERR133985_01356","ERR181435_01358","ERR229952_01365","ERR234202_01364","H37Rv_01357","NC_019950_01336","SRR1019139_01360","SRR1163294_01355","SRR1173445_01357","SRR1173640_01359","SRR1175079_01357","SRR1180462_01360","SRR671749_01354","SRR998654_01355"
"group_1625","","hypothetical protein","14","14","1","1","4222","","","","530","530","530","ERR133985_01829","ERR181435_01831","ERR229952_01836","ERR234202_01833","H37Rv_01829","NC_019950_01801","SRR1019139_01829","SRR1163294_01829","SRR1173445_01828","SRR1173640_01833","SRR1175079_01830","SRR1180462_01831","SRR671749_01825","SRR998654_01828"
"group_1626","","putative SufE-like protein","14","14","1","1","2472","","","","431","431","431","ERR133985_03454","ERR181435_03459","ERR229952_03469","ERR234202_03455","H37Rv_03457","NC_019950_03436","SRR1019139_03457","SRR1163294_03463","SRR1173445_03451","SRR1173640_03450","SRR1175079_03450","SRR1180462_03460","SRR671749_03450","SRR998654_03454"
"group_1627","","HTH-type transcriptional repressor","14","14","1","1","2324","","","","566","566","566","ERR133985_03585","ERR181435_03590","ERR229952_03601","ERR234202_03585","H37Rv_03588","NC_019950_03566","SRR1019139_03587","SRR1163294_03592","SRR1173445_03583","SRR1173640_03581","SRR1175079_03581","SRR1180462_03589","SRR671749_03581","SRR998654_03587"
"group_1628","","hypothetical protein","14","14","1","1","3946","","","","332","332","332","ERR133985_02084","ERR181435_02090","ERR229952_02096","ERR234202_02087","H37Rv_02084","NC_019950_02058","SRR1019139_02084","SRR1163294_02087","SRR1173445_02084","SRR1173640_02087","SRR1175079_02084","SRR1180462_02085","SRR671749_02081","SRR998654_02084"
"hypB_1","","Hydrogenase maturation factor HypB","14","14","1","1","2952","","","","332","332","332","ERR133985_02994","ERR181435_03004","ERR229952_03011","ERR234202_03000","H37Rv_02998","NC_019950_02969","SRR1019139_02996","SRR1163294_03002","SRR1173445_02994","SRR1173640_02992","SRR1175079_02994","SRR1180462_02999","SRR671749_02991","SRR998654_02996"
