Sequence,Start,End,Primer
GPSC15,1814561,1816382,fwd
GPSC15,1816382,1818227,fwd
GPSC15,1818227,1820128,fwd
GPSC15,1820128,1821934,fwd
GPSC15,1825558,1825579,fwd
GPSC15,1825579,1827579,fwd
GPSC15,1827579,1829373,fwd
GPSC15,1829373,1831178,fwd
GPSC15,1831178,1832955,fwd
GPSC15,1832955,1834763,fwd
GPSC15,1834763,1836502,fwd
GPSC15,1836502,1838303,fwd
GPSC15,1838303,1840024,fwd
GPSC15,1843006,1844750,fwd
GPSC15,1844750,1846592,fwd
GPSC15,1846592,1848368,fwd
GPSC15,1848368,1849978,fwd
GPSC15,1849978,1851800,fwd
GPSC15,1851800,1853565,fwd
GPSC15,1853565,1855358,fwd
GPSC15,1855358,1857176,fwd
GPSC15,1857176,1858904,fwd
GPSC15,1858904,1860568,fwd
GPSC15,1860568,1862334,fwd
GPSC15,1862334,1864050,fwd
GPSC15,1867263,1869121,fwd
GPSC15,1869121,1870877,fwd
GPSC15,1870877,1872729,fwd
GPSC15,1872729,1874512,fwd
GPSC15,1874512,1876309,fwd
GPSC15,1876309,1878144,fwd
GPSC15,1878144,1879716,fwd
GPSC15,1883711,1885449,fwd
GPSC15,1885449,1887284,fwd
GPSC15,1887284,1889115,fwd
GPSC15,1889115,1890886,fwd
GPSC15,1890886,1892679,fwd
GPSC15,1892679,1894499,fwd
GPSC15,1900219,1902011,fwd
GPSC15,1902011,1903857,fwd
GPSC15,1903857,1905660,fwd
GPSC15,1905660,1907482,fwd
GPSC15,1910802,1912627,fwd
GPSC15,1912627,1914327,fwd
GPSC15,1914327,1916126,fwd
GPSC15,1916126,1917803,fwd
GPSC15,1917803,1919603,fwd
GPSC15,1919603,1921330,fwd
GPSC15,1921330,1923120,fwd
GPSC15,1923120,1924842,fwd
GPSC15,1924842,1926716,fwd
GPSC15,1926716,1928349,fwd
GPSC15,1928349,1930078,fwd
GPSC15,1930078,1931713,fwd
GPSC15,1931713,1933387,fwd
GPSC15,1933387,1935073,fwd
GPSC15,1935073,1936875,fwd
GPSC15,1936875,1938963,fwd
GPSC15,1938963,1940364,fwd
GPSC15,1940364,1942062,fwd
GPSC15,1942062,1943729,fwd
GPSC15,1943729,1945627,fwd
GPSC15,1945627,1947364,fwd
GPSC15,1947364,1949278,fwd
GPSC15,1952926,1954635,fwd
GPSC15,1954635,1956414,fwd
GPSC15,1956414,1958185,fwd
GPSC15,1958185,1960027,fwd
GPSC15,1965604,1965627,fwd
GPSC15,1968979,1970856,fwd
GPSC15,1970856,1972580,fwd
GPSC15,1976417,1978146,fwd
GPSC15,1978146,1979694,fwd
GPSC15,1979694,1981574,fwd
GPSC15,1981574,1983206,fwd
GPSC15,1983206,1985264,fwd
GPSC15,1985264,1985283,fwd
GPSC15,864,2659,rev
GPSC15,2659,4479,rev
GPSC15,4479,6132,rev
GPSC15,6132,7921,rev
GPSC15,7921,9743,rev
GPSC15,9743,11503,rev
GPSC15,11503,13258,rev
GPSC15,13258,15013,rev
GPSC15,15013,16814,rev
GPSC15,16814,18118,rev
GPSC15,18118,19882,rev
GPSC15,22833,24636,rev
GPSC15,24636,25862,rev
GPSC15,25862,27628,rev
GPSC15,27628,28856,rev
GPSC15,28856,29761,rev
GPSC15,32218,34086,rev
GPSC15,34086,35924,rev
GPSC15,35924,37764,rev
GPSC15,37764,39606,rev
GPSC15,39606,41320,rev
GPSC15,41320,43102,rev
GPSC15,43102,44825,rev
GPSC15,44825,46423,rev
GPSC15,46423,48238,rev
GPSC15,48238,49725,rev
GPSC15,49725,51115,rev
GPSC15,51115,52972,rev
GPSC15,52972,54801,rev
GPSC15,54801,56586,rev
GPSC15,56586,58388,rev
GPSC15,58388,60240,rev
GPSC15,60240,62045,rev
GPSC15,62045,63761,rev
GPSC15,63761,65589,rev
GPSC15,65589,67395,rev
GPSC15,67395,69149,rev
GPSC15,69149,70970,rev
GPSC15,70970,72732,rev
GPSC15,72732,74496,rev
GPSC15,74496,76280,rev
GPSC15,76280,78081,rev
GPSC15,78081,79924,rev
GPSC15,79924,81727,rev
GPSC15,85345,87128,rev
GPSC15,87128,88901,rev
GPSC15,88901,90664,rev
GPSC15,90664,92367,rev
GPSC15,92367,94168,rev
GPSC15,94168,95936,rev
GPSC15,95936,97777,rev
GPSC15,97777,99598,rev
GPSC15,99598,101445,rev
GPSC15,101445,102161,rev
GPSC15,105056,106910,rev
GPSC15,106910,108735,rev
GPSC15,108735,109577,rev
GPSC15,109577,111352,rev
GPSC15,111352,113132,rev
GPSC15,113132,114959,rev
GPSC15,114959,116768,rev
GPSC15,116768,118587,rev
GPSC15,122102,123927,rev
GPSC15,123927,125740,rev
GPSC15,125740,127450,rev
GPSC15,127450,129235,rev
GPSC15,129235,131235,rev
GPSC15,131235,133056,rev
GPSC15,133056,134818,rev
GPSC15,138614,139478,rev
GPSC15,139478,140930,rev
GPSC15,140930,142702,rev
GPSC15,142702,144507,rev
GPSC15,144507,145488,rev
GPSC15,145488,147598,rev
GPSC15,147598,147621,rev
GPSC15,150861,152676,rev
GPSC15,152676,154500,rev
GPSC15,154500,156315,rev
GPSC15,162259,164046,rev
GPSC15,164046,165647,rev
GPSC15,165647,167633,rev
GPSC15,171209,172981,rev
GPSC15,179977,181804,rev
GPSC15,181804,183614,rev
GPSC15,183614,185441,rev
GPSC15,185441,187247,rev
GPSC15,190873,192715,rev
GPSC15,192715,194486,rev
GPSC15,194486,196249,rev
GPSC15,196249,197994,rev
GPSC15,197994,199990,rev
GPSC15,199990,201559,rev
GPSC15,201559,203347,rev
GPSC15,203347,205149,rev
GPSC15,205149,206969,rev
GPSC15,206969,208819,rev
GPSC15,208819,210653,rev
GPSC15,210653,212279,rev
GPSC15,212279,214137,rev
GPSC15,214137,215906,rev
GPSC15,215906,217698,rev
GPSC15,217698,219530,rev
GPSC15,219530,221326,rev
GPSC15,221326,223136,rev
GPSC15,223136,224894,rev
GPSC15,224894,226717,rev
GPSC15,226717,228499,rev
GPSC15,228499,230284,rev
GPSC15,230284,232113,rev
GPSC15,232113,233871,rev
GPSC15,233871,235713,rev
GPSC15,235713,237524,rev
GPSC15,237524,239327,rev
GPSC15,239327,241133,rev
GPSC15,241133,242814,rev
GPSC15,246403,247930,rev
GPSC15,247930,249758,rev
GPSC15,249758,251558,rev
GPSC15,251558,253366,rev
GPSC15,253366,255136,rev
GPSC15,255136,257136,rev
GPSC15,257136,258428,rev
GPSC15,258428,260193,rev
GPSC15,260193,261955,rev
GPSC15,261955,263708,rev
GPSC15,263708,265534,rev
GPSC15,265534,267307,rev
GPSC15,267307,269277,rev
GPSC15,269277,271088,rev
GPSC15,271088,272835,rev
GPSC15,272835,274601,rev
GPSC15,274601,276433,rev
GPSC15,276433,278203,rev
GPSC15,278203,279992,rev
GPSC15,279992,281805,rev
GPSC15,285555,287347,rev
GPSC15,287347,289056,rev
GPSC15,289056,290853,rev
GPSC15,290853,292638,rev
GPSC15,296163,298044,rev
GPSC15,303504,305263,rev
GPSC15,305263,307009,rev
GPSC15,307009,308727,rev
GPSC15,308727,310543,rev
GPSC15,310543,312344,rev
GPSC15,312344,314114,rev
GPSC15,314114,315909,rev
GPSC15,315909,317742,rev
GPSC15,317742,319562,rev
GPSC15,319562,321383,rev
GPSC15,321383,323145,rev
GPSC15,323145,324908,rev
GPSC15,324908,326678,rev
GPSC15,329598,331418,rev
GPSC15,335122,336979,rev
GPSC15,336979,338731,rev
GPSC15,341062,342921,rev
GPSC15,342921,344670,rev
GPSC15,365303,367127,rev
GPSC15,367127,368965,rev
GPSC15,368965,370766,rev
GPSC15,370766,372551,rev
GPSC15,372551,374343,rev
GPSC15,374343,376183,rev
GPSC15,376183,377983,rev
GPSC15,377983,379744,rev
GPSC15,382890,384706,rev
GPSC15,384706,386474,rev
GPSC15,390123,391979,rev
GPSC15,391979,393801,rev
GPSC15,393801,395604,rev
GPSC15,395604,397377,rev
GPSC15,397377,399345,rev
GPSC15,399345,401123,rev
GPSC15,401123,402965,rev
GPSC15,402965,404803,rev
GPSC15,404803,406609,rev
GPSC15,406609,408368,rev
GPSC15,408368,410162,rev
GPSC15,410162,411926,rev
GPSC15,415569,417436,rev
GPSC15,417436,419274,rev
GPSC15,419274,421065,rev
GPSC15,421065,422712,rev
GPSC15,422712,424505,rev
GPSC15,424505,426350,rev
GPSC15,426350,428133,rev
GPSC15,428133,429911,rev
GPSC15,429911,431715,rev
GPSC15,431715,433483,rev
GPSC15,433483,435331,rev
GPSC15,435331,437175,rev
GPSC15,437175,439004,rev
GPSC15,442614,442636,rev
GPSC15,446085,447859,rev
GPSC15,447859,449641,rev
GPSC15,449641,451418,rev
GPSC15,451418,453207,rev
GPSC15,453207,454957,rev
GPSC15,458548,458568,rev
GPSC15,462123,463983,rev
GPSC15,463983,465717,rev
GPSC15,465717,467469,rev
GPSC15,467469,469333,rev
GPSC15,469333,471150,rev
GPSC15,471150,472947,rev
GPSC15,472947,474761,rev
GPSC15,474761,476543,rev
GPSC15,478881,479787,rev
GPSC15,479787,481984,rev
GPSC15,481984,483823,rev
GPSC15,483823,485587,rev
GPSC15,485587,487423,rev
GPSC15,487423,489198,rev
GPSC15,494446,496301,rev
GPSC15,499794,501579,rev
GPSC15,504976,506855,rev
GPSC15,506855,508637,rev
GPSC15,508637,510388,rev
GPSC15,510388,512174,rev
GPSC15,512174,513950,rev
GPSC15,513950,515642,rev
GPSC15,515642,517436,rev
GPSC15,517436,519211,rev
GPSC15,519211,520589,rev
GPSC15,520589,522382,rev
GPSC15,526461,528309,rev
GPSC15,532859,534659,rev
GPSC15,534659,536512,rev
GPSC15,536512,538284,rev
GPSC15,538284,540092,rev
GPSC15,540092,541864,rev
GPSC15,541864,543688,rev
GPSC15,543688,545455,rev
GPSC15,545455,547223,rev
GPSC15,547223,549053,rev
GPSC15,549053,550873,rev
GPSC15,550873,552697,rev
GPSC15,556200,557898,rev
GPSC15,557898,559659,rev
GPSC15,559659,561419,rev
GPSC15,561419,563261,rev
GPSC15,563261,565048,rev
GPSC15,565048,566879,rev
GPSC15,566879,568664,rev
GPSC15,568664,570433,rev
GPSC15,570433,572253,rev
GPSC15,572253,574046,rev
GPSC15,574046,575843,rev
GPSC15,575843,577652,rev
GPSC15,577652,579412,rev
GPSC15,579412,581208,rev
GPSC15,581208,582969,rev
GPSC15,585763,587505,rev
GPSC15,587505,589377,rev
GPSC15,589377,591049,rev
GPSC15,595516,597332,rev
GPSC15,597332,599112,rev
GPSC15,604649,606460,rev
GPSC15,606460,608246,rev
GPSC15,608246,610094,rev
GPSC15,610094,611909,rev
GPSC15,611909,613725,rev
GPSC15,613725,615541,rev
GPSC15,615541,617352,rev
GPSC15,617352,619277,rev
GPSC15,619277,621055,rev
GPSC15,621055,622883,rev
GPSC15,622883,624726,rev
GPSC15,632215,634017,rev
GPSC15,634017,635894,rev
GPSC15,635894,637700,rev
GPSC15,637700,639454,rev
GPSC15,639454,641273,rev
GPSC15,641273,642926,rev
GPSC15,642926,644751,rev
GPSC15,644751,646354,rev
GPSC15,646354,648183,rev
GPSC15,648183,649958,rev
GPSC15,649958,651762,rev
GPSC15,651762,653407,rev
GPSC15,653407,655159,rev
GPSC15,655159,656896,rev
GPSC15,656896,658455,rev
GPSC15,658455,660280,rev
GPSC15,660280,662077,rev
GPSC15,662077,663877,rev
GPSC15,663877,665492,rev
GPSC15,665492,667262,rev
GPSC15,667262,669018,rev
GPSC15,669018,670818,rev
GPSC15,670818,672602,rev
GPSC15,672602,674404,rev
GPSC15,674404,676189,rev
GPSC15,676189,678023,rev
GPSC15,678023,679830,rev
GPSC15,685641,687435,rev
GPSC15,687435,689264,rev
GPSC15,689264,691057,rev
GPSC15,691057,692894,rev
GPSC15,692894,694664,rev
GPSC15,694664,696505,rev
GPSC15,696505,698308,rev
GPSC15,698308,700061,rev
GPSC15,700061,701846,rev
GPSC15,701846,703843,rev
GPSC15,703843,705609,rev
GPSC15,705609,707421,rev
GPSC15,707421,709247,rev
GPSC15,709247,711060,rev
GPSC15,711060,712857,rev
GPSC15,712857,714635,rev
GPSC15,714635,716472,rev
GPSC15,716472,718297,rev
GPSC15,718297,720081,rev
GPSC15,720081,721923,rev
GPSC15,721923,723716,rev
GPSC15,723716,725486,rev
GPSC15,725486,727244,rev
GPSC15,727244,729068,rev
GPSC15,729068,730870,rev
GPSC15,730870,732654,rev
GPSC15,732654,734433,rev
GPSC15,734433,736218,rev
GPSC15,736218,738007,rev
GPSC15,738007,739759,rev
GPSC15,739759,741527,rev
GPSC15,741527,743350,rev
GPSC15,743350,745101,rev
GPSC15,745101,746939,rev
GPSC15,750348,751975,rev
GPSC15,751975,753686,rev
GPSC15,753686,755650,rev
GPSC15,755650,757314,rev
GPSC15,760711,760731,rev
GPSC15,764191,765979,rev
GPSC15,765979,767710,rev
GPSC15,767710,769481,rev
GPSC15,771870,773714,rev
GPSC15,773714,775765,rev
GPSC15,775765,777595,rev
GPSC15,777595,779401,rev
GPSC15,779401,781229,rev
GPSC15,784198,786032,rev
GPSC15,786032,787777,rev
GPSC15,787777,789584,rev
GPSC15,789584,791425,rev
GPSC15,791425,793271,rev
GPSC15,793271,795055,rev
GPSC15,797256,799059,rev
GPSC15,799059,800890,rev
GPSC15,800890,802685,rev
GPSC15,802685,804472,rev
GPSC15,804472,806225,rev
GPSC15,806225,808030,rev
GPSC15,808030,810088,rev
GPSC15,810088,811953,rev
GPSC15,811953,813781,rev
GPSC15,813781,815595,rev
GPSC15,815595,817386,rev
GPSC15,817386,819190,rev
GPSC15,819190,820940,rev
GPSC15,824494,826344,rev
GPSC15,830713,832356,rev
GPSC15,832356,834198,rev
GPSC15,834198,836064,rev
GPSC15,838560,840077,rev
GPSC15,840077,841923,rev
GPSC15,841923,843627,rev
GPSC15,843627,845460,rev
GPSC15,845460,847234,rev
GPSC15,847234,849045,rev
GPSC15,849045,850875,rev
GPSC15,850875,852440,rev
GPSC15,852440,854186,rev
GPSC15,854186,855992,rev
GPSC15,855992,857752,rev
GPSC15,857752,859385,rev
GPSC15,859385,861202,rev
GPSC15,861202,863011,rev
GPSC15,863011,864820,rev
GPSC15,867725,869561,rev
GPSC15,869561,871335,rev
GPSC15,871335,873069,rev
GPSC15,873069,874823,rev
GPSC15,874823,876417,rev
GPSC15,876417,878260,rev
GPSC15,878260,880041,rev
GPSC15,880041,881880,rev
GPSC15,881880,883686,rev
GPSC15,883686,885345,rev
GPSC15,885345,887124,rev
GPSC15,890568,892116,rev
GPSC15,892116,893882,rev
GPSC15,893882,895706,rev
GPSC15,895706,897529,rev
GPSC15,897529,899324,rev
GPSC15,899324,901130,rev
GPSC15,901130,902911,rev
GPSC15,902911,904733,rev
GPSC15,904733,906446,rev
GPSC15,906446,908287,rev
GPSC15,908287,909982,rev
GPSC15,909982,911788,rev
GPSC15,911788,913592,rev
GPSC15,913592,915346,rev
GPSC15,915346,917250,rev
GPSC15,917250,919030,rev
GPSC15,919030,920796,rev
GPSC15,920796,922556,rev
GPSC15,922556,924357,rev
GPSC15,924357,926194,rev
GPSC15,926194,927888,rev
GPSC15,927888,929682,rev
GPSC15,929682,931453,rev
GPSC15,931453,933223,rev
GPSC15,933223,934983,rev
GPSC15,934983,936573,rev
GPSC15,936573,938363,rev
GPSC15,938363,940125,rev
GPSC15,942627,943926,rev
GPSC15,943926,945749,rev
GPSC15,945749,947262,rev
GPSC15,947262,948829,rev
GPSC15,948829,950670,rev
GPSC15,959109,961027,rev
GPSC15,964617,966463,rev
GPSC15,966463,968296,rev
GPSC15,968296,970143,rev
GPSC15,970143,971966,rev
GPSC15,971966,973777,rev
GPSC15,973777,975439,rev
GPSC15,975439,977158,rev
GPSC15,977158,978891,rev
GPSC15,981376,983215,rev
GPSC15,983215,985059,rev
GPSC15,985059,986825,rev
GPSC15,986825,988666,rev
GPSC15,988666,990491,rev
GPSC15,990491,992253,rev
GPSC15,992253,994030,rev
GPSC15,994030,995794,rev
GPSC15,999330,1001198,rev
GPSC15,1001198,1002771,rev
GPSC15,1004986,1006800,rev
GPSC15,1006800,1008595,rev
GPSC15,1008595,1010355,rev
GPSC15,1010355,1012145,rev
GPSC15,1012145,1013913,rev
GPSC15,1016237,1016257,rev
GPSC15,1019685,1021469,rev
GPSC15,1021469,1023283,rev
GPSC15,1023283,1025049,rev
GPSC15,1025049,1026823,rev
GPSC15,1026823,1028565,rev
GPSC15,1028565,1030407,rev
GPSC15,1030407,1032179,rev
GPSC15,1032179,1033950,rev
GPSC15,1033950,1035782,rev
GPSC15,1035782,1037546,rev
GPSC15,1037546,1039294,rev
GPSC15,1039294,1041078,rev
GPSC15,1041078,1042927,rev
GPSC15,1042927,1044710,rev
GPSC15,1044710,1046473,rev
GPSC15,1046473,1048235,rev
GPSC15,1048235,1050057,rev
GPSC15,1050057,1051715,rev
GPSC15,1051715,1053536,rev
GPSC15,1064281,1066090,rev
GPSC15,1066090,1067557,rev
GPSC15,1067557,1069408,rev
GPSC15,1069408,1071254,rev
GPSC15,1071254,1073097,rev
GPSC15,1073097,1074865,rev
GPSC15,1074865,1076614,rev
GPSC15,1076614,1078366,rev
GPSC15,1078366,1080194,rev
GPSC15,1080194,1081960,rev
GPSC15,1086962,1088499,rev
GPSC15,1088499,1090254,rev
GPSC15,1090254,1092052,rev
GPSC15,1095340,1097172,rev
GPSC15,1097172,1098963,rev
GPSC15,1098963,1100757,rev
GPSC15,1104682,1106486,rev
GPSC15,1106486,1108332,rev
GPSC15,1108332,1110105,rev
GPSC15,1110105,1111890,rev
GPSC15,1111890,1113684,rev
GPSC15,1113684,1115458,rev
GPSC15,1115458,1117232,rev
GPSC15,1120727,1122458,rev
GPSC15,1122458,1124241,rev
GPSC15,1124241,1126003,rev
GPSC15,1126003,1127831,rev
GPSC15,1127831,1129646,rev
GPSC15,1129646,1131495,rev
GPSC15,1131495,1133220,rev
GPSC15,1133220,1135065,rev
GPSC15,1135065,1136851,rev
GPSC15,1136851,1138482,rev
GPSC15,1138482,1140282,rev
GPSC15,1140282,1142085,rev
GPSC15,1142085,1143889,rev
GPSC15,1143889,1145650,rev
GPSC15,1145650,1147475,rev
GPSC15,1147475,1149282,rev
GPSC15,1149282,1151093,rev
GPSC15,1151093,1152897,rev
GPSC15,1156311,1158145,rev
GPSC15,1158145,1159992,rev
GPSC15,1159992,1161662,rev
GPSC15,1161662,1163445,rev
GPSC15,1163445,1165257,rev
GPSC15,1165257,1167099,rev
GPSC15,1167099,1168848,rev
GPSC15,1168848,1170654,rev
GPSC15,1170654,1172345,rev
GPSC15,1172345,1174130,rev
GPSC15,1174130,1175926,rev
GPSC15,1175926,1177722,rev
GPSC15,1177722,1179523,rev
GPSC15,1179523,1181371,rev
GPSC15,1181371,1183083,rev
GPSC15,1183083,1184590,rev
GPSC15,1184590,1186472,rev
GPSC15,1186472,1188226,rev
GPSC15,1188226,1189999,rev
GPSC15,1195490,1197289,rev
GPSC15,1197289,1198257,rev
GPSC15,1198257,1200042,rev
GPSC15,1203011,1203035,rev
GPSC15,1209194,1211099,rev
GPSC15,1211099,1212932,rev
GPSC15,1212932,1214694,rev
GPSC15,1214694,1216523,rev
GPSC15,1216523,1218369,rev
GPSC15,1218369,1220136,rev
GPSC15,1220136,1221970,rev
GPSC15,1221970,1223798,rev
GPSC15,1227403,1229216,rev
GPSC15,1229216,1231047,rev
GPSC15,1231047,1232855,rev
GPSC15,1232855,1234598,rev
GPSC15,1234598,1236256,rev
GPSC15,1239781,1241611,rev
GPSC15,1241611,1243452,rev
GPSC15,1243452,1245234,rev
GPSC15,1245234,1247082,rev
GPSC15,1247082,1248900,rev
GPSC15,1248900,1250650,rev
GPSC15,1250650,1252443,rev
GPSC15,1252443,1254289,rev
GPSC15,1254289,1256076,rev
GPSC15,1256076,1257909,rev
GPSC15,1257909,1259734,rev
GPSC15,1259734,1261534,rev
GPSC15,1261534,1263336,rev
GPSC15,1263336,1265179,rev
GPSC15,1265179,1267011,rev
GPSC15,1270672,1272464,rev
GPSC15,1272464,1274220,rev
GPSC15,1274220,1276220,rev
GPSC15,1276220,1278116,rev
GPSC15,1278116,1279726,rev
GPSC15,1279726,1281635,rev
GPSC15,1281635,1283193,rev
GPSC15,1283193,1284869,rev
GPSC15,1284869,1286644,rev
GPSC15,1286644,1288082,rev
GPSC15,1290765,1292506,rev
GPSC15,1292506,1294287,rev
GPSC15,1294287,1296071,rev
GPSC15,1296071,1297841,rev
GPSC15,1297841,1299664,rev
GPSC15,1299664,1301477,rev
GPSC15,1301477,1303478,rev
GPSC15,1303478,1305170,rev
GPSC15,1305170,1306260,rev
GPSC15,1306260,1308061,rev
GPSC15,1308061,1309714,rev
GPSC15,1309714,1311449,rev
GPSC15,1315002,1316798,rev
GPSC15,1316798,1318634,rev
GPSC15,1318634,1320389,rev
GPSC15,1320389,1322224,rev
GPSC15,1322224,1324057,rev
GPSC15,1324057,1325905,rev
GPSC15,1325905,1327672,rev
GPSC15,1327672,1329672,rev
GPSC15,1329672,1331500,rev
GPSC15,1331500,1333274,rev
GPSC15,1333274,1335038,rev
GPSC15,1335038,1336843,rev
GPSC15,1336843,1338682,rev
GPSC15,1338682,1340444,rev
GPSC15,1340444,1342281,rev
GPSC15,1342281,1344115,rev
GPSC15,1344115,1345608,rev
GPSC15,1345608,1347383,rev
GPSC15,1347383,1349204,rev
GPSC15,1349204,1351013,rev
GPSC15,1351013,1352776,rev
GPSC15,1352776,1354587,rev
GPSC15,1354587,1356392,rev
GPSC15,1356392,1358192,rev
GPSC15,1358192,1359986,rev
GPSC15,1359986,1361646,rev
GPSC15,1361646,1363362,rev
GPSC15,1363362,1365202,rev
GPSC15,1365202,1367014,rev
GPSC15,1367014,1368834,rev
GPSC15,1368834,1370589,rev
GPSC15,1370589,1372351,rev
GPSC15,1372351,1374179,rev
GPSC15,1374179,1375928,rev
GPSC15,1375928,1377706,rev
GPSC15,1377706,1379519,rev
GPSC15,1379519,1381353,rev
GPSC15,1381353,1383127,rev
GPSC15,1383127,1384828,rev
GPSC15,1387832,1389628,rev
GPSC15,1389628,1391447,rev
GPSC15,1391447,1393285,rev
GPSC15,1396091,1397938,rev
GPSC15,1397938,1399702,rev
GPSC15,1399702,1401543,rev
GPSC15,1401543,1403316,rev
GPSC15,1403316,1405224,rev
GPSC15,1405224,1406876,rev
GPSC15,1406876,1408605,rev
GPSC15,1408605,1410436,rev
GPSC15,1410436,1412188,rev
GPSC15,1412188,1414037,rev
GPSC15,1414037,1415846,rev
GPSC15,1415846,1417676,rev
GPSC15,1426294,1428030,rev
GPSC15,1428030,1429988,rev
GPSC15,1429988,1431787,rev
GPSC15,1431787,1433565,rev
GPSC15,1433565,1435349,rev
GPSC15,1435349,1437085,rev
GPSC15,1437085,1438867,rev
GPSC15,1438867,1440623,rev
GPSC15,1440623,1442463,rev
GPSC15,1442463,1444258,rev
GPSC15,1444258,1446029,rev
GPSC15,1446029,1447790,rev
GPSC15,1447790,1449593,rev
GPSC15,1449593,1451358,rev
GPSC15,1451358,1453230,rev
GPSC15,1453230,1454967,rev
GPSC15,1454967,1456799,rev
GPSC15,1456799,1458625,rev
GPSC15,1458625,1460367,rev
GPSC15,1460367,1462200,rev
GPSC15,1462200,1463959,rev
GPSC15,1463959,1465696,rev
GPSC15,1468949,1470745,rev
GPSC15,1470745,1472515,rev
GPSC15,1472515,1474289,rev
GPSC15,1474289,1476059,rev
GPSC15,1476059,1477897,rev
GPSC15,1477897,1479669,rev
GPSC15,1479669,1481468,rev
GPSC15,1481468,1483265,rev
GPSC15,1483265,1485108,rev
GPSC15,1485108,1486873,rev
GPSC15,1486873,1488641,rev
GPSC15,1488641,1490252,rev
GPSC15,1490252,1491981,rev
GPSC15,1491981,1493812,rev
GPSC15,1493812,1495603,rev
GPSC15,1495603,1497304,rev
GPSC15,1497304,1499140,rev
GPSC15,1499140,1501140,rev
GPSC15,1501140,1501159,rev
GPSC15,1504374,1504394,rev
GPSC15,1507815,1509806,rev
GPSC15,1509806,1511581,rev
GPSC15,1511581,1513384,rev
GPSC15,1513384,1515161,rev
GPSC15,1515161,1516940,rev
GPSC15,1516940,1518721,rev
GPSC15,1518721,1520559,rev
GPSC15,1520559,1522362,rev
GPSC15,1522362,1524172,rev
GPSC15,1524172,1525971,rev
GPSC15,1525971,1527790,rev
GPSC15,1527790,1529543,rev
GPSC15,1529543,1531059,rev
GPSC15,1534642,1536475,rev
GPSC15,1536475,1538318,rev
GPSC15,1541919,1543738,rev
GPSC15,1543738,1545503,rev
GPSC15,1545503,1547276,rev
GPSC15,1547276,1549008,rev
GPSC15,1549008,1550769,rev
GPSC15,1550769,1552753,rev
GPSC15,1556272,1558139,rev
GPSC15,1558139,1559989,rev
GPSC15,1559989,1561809,rev
GPSC15,1561809,1563657,rev
GPSC15,1563657,1565311,rev
GPSC15,1565311,1567069,rev
GPSC15,1567069,1568882,rev
GPSC15,1572351,1574316,rev
GPSC15,1574316,1575950,rev
GPSC15,1575950,1576493,rev
GPSC15,1583197,1584901,rev
GPSC15,1584901,1586907,rev
GPSC15,1586907,1587751,rev
GPSC15,1587751,1589535,rev
GPSC15,1589535,1591378,rev
GPSC15,1591378,1593163,rev
GPSC15,1593163,1594839,rev
GPSC15,1594839,1596660,rev
GPSC15,1596660,1598460,rev
GPSC15,1598460,1599690,rev
GPSC15,1599690,1601463,rev
GPSC15,1601463,1603278,rev
GPSC15,1603278,1605110,rev
GPSC15,1605110,1606911,rev
GPSC15,1606911,1608665,rev
GPSC15,1608665,1610328,rev
GPSC15,1610328,1611914,rev
GPSC15,1616891,1618735,rev
GPSC15,1618735,1620545,rev
GPSC15,1620545,1622370,rev
GPSC15,1625814,1627642,rev
GPSC15,1627642,1629151,rev
GPSC15,1629151,1631036,rev
GPSC15,1631036,1632631,rev
GPSC15,1632631,1634392,rev
GPSC15,1634392,1636226,rev
GPSC15,1636226,1638022,rev
GPSC15,1638022,1639687,rev
GPSC15,1639687,1641478,rev
GPSC15,1641478,1643312,rev
GPSC15,1643312,1645101,rev
GPSC15,1645101,1646896,rev
GPSC15,1646896,1648637,rev
GPSC15,1648637,1650322,rev
GPSC15,1650322,1652086,rev
GPSC15,1652086,1653885,rev
GPSC15,1653885,1655671,rev
GPSC15,1655671,1657514,rev
GPSC15,1657514,1659298,rev
GPSC15,1659298,1661131,rev
GPSC15,1661131,1662882,rev
GPSC15,1665286,1667149,rev
GPSC15,1667149,1668926,rev
GPSC15,1668926,1670558,rev
GPSC15,1670558,1672367,rev
GPSC15,1672367,1674096,rev
GPSC15,1674096,1675772,rev
GPSC15,1675772,1677660,rev
GPSC15,1677660,1679487,rev
GPSC15,1679487,1681285,rev
GPSC15,1685647,1686853,rev
GPSC15,1686853,1688479,rev
GPSC15,1688479,1690194,rev
GPSC15,1690194,1691948,rev
GPSC15,1697504,1699364,rev
GPSC15,1699364,1701151,rev
GPSC15,1701151,1702937,rev
GPSC15,1702937,1704766,rev
GPSC15,1704766,1705080,rev
GPSC15,1708895,1710649,rev
GPSC15,1710649,1712462,rev
GPSC15,1712462,1714244,rev
GPSC15,1714244,1716053,rev
GPSC15,1716053,1717843,rev
GPSC15,1721377,1723158,rev
