"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ERR144577","ERR161044","ERR181435","ERR212146","ERR234202","H37Rv","NC_019950","SRR1019139","SRR1163294","SRR1172044","SRR1173640","SRR1180462","SRR671749","SRR998654"
"cpnT","","Outer membrane channel protein CpnT","14","14","1","1","3410","","","","422","2540","2289","ERR144577_04098","ERR161044_04117","ERR181435_04113","ERR212146_04106","ERR234202_04107","H37Rv_04108","NC_019950_04084","SRR1019139_04102","SRR1163294_04107","SRR1172044_04100","SRR1173640_04099","SRR1180462_04107","SRR671749_04103","SRR998654_04108"
"lpdA_1","","Dihydrolipoyl dehydrogenase","14","14","1","1","1072","","","","899","1499","1454","ERR144577_00837","ERR161044_00847","ERR181435_00840","ERR212146_00843","ERR234202_00845","H37Rv_00841","NC_019950_00822","SRR1019139_00843","SRR1163294_00839","SRR1172044_00839","SRR1173640_00841","SRR1180462_00842","SRR671749_00837","SRR998654_00839"
"group_132","","PE-PGRS family protein PE_PGRS26","14","14","1","1","1112","","","","413","2660","1170","ERR144577_00879","ERR161044_00889","ERR181435_00883","ERR212146_00885","ERR234202_00887","H37Rv_00883","NC_019950_00861","SRR1019139_00885","SRR1163294_00881","SRR1172044_00881","SRR1173640_00883","SRR1180462_00884","SRR671749_00879","SRR998654_00881"
"group_135","","ISNCY family transposase ISRjo3","14","14","1","1","1331","","","","335","491","479","ERR144577_01093","ERR161044_01102","ERR181435_01097","ERR212146_01097","ERR234202_01102","H37Rv_01094","NC_019950_01082","SRR1019139_01098","SRR1163294_01094","SRR1172044_01093","SRR1173640_01097","SRR1180462_01099","SRR671749_01091","SRR998654_01092"
"group_136","","ISNCY family transposase ISRjo3","14","14","1","1","1332","","","","686","785","693","ERR144577_01094","ERR161044_01103","ERR181435_01098","ERR212146_01098","ERR234202_01103","H37Rv_01095","NC_019950_01083","SRR1019139_01099","SRR1163294_01095","SRR1172044_01094","SRR1173640_01098","SRR1180462_01100","SRR671749_01092","SRR998654_01093"
"group_137","","hypothetical protein","14","14","1","1","1396","","","","1214","2561","2379","ERR144577_01155","ERR161044_01163","ERR181435_01158","ERR212146_01159","ERR234202_01164","H37Rv_01155","NC_019950_01136","SRR1019139_01159","SRR1163294_01155","SRR1172044_01154","SRR1173640_01158","SRR1180462_01160","SRR671749_01152","SRR998654_01153"
"group_139","","hypothetical protein","14","14","1","1","1424","","","","110","1535","726","ERR144577_01183","ERR161044_01191","ERR181435_01186","ERR212146_01187","ERR234202_01192","H37Rv_01183","NC_019950_01164","SRR1019139_01187","SRR1163294_01183","SRR1172044_01182","SRR1173640_01186","SRR1180462_01188","SRR671749_01180","SRR998654_01181"
"group_141","","putative PPE family protein PPE17","14","14","1","1","1486","","","","542","1103","1008","ERR144577_01239","ERR161044_01247","ERR181435_01241","ERR212146_01243","ERR234202_01247","H37Rv_01239","NC_019950_01217","SRR1019139_01243","SRR1163294_01238","SRR1172044_01238","SRR1173640_01242","SRR1180462_01243","SRR671749_01236","SRR998654_01237"
"pks5","","Mycocerosic acid synthase-like polyketide synthase","14","14","1","1","1871","","","","5426","6302","6239","ERR144577_01615","ERR161044_01623","ERR181435_01618","ERR212146_01621","ERR234202_01622","H37Rv_01616","NC_019950_01595","SRR1019139_01617","SRR1163294_01615","SRR1172044_01614","SRR1173640_01619","SRR1180462_01620","SRR671749_01613","SRR998654_01617"
"plsB1","","Putative acyltransferase plsB1","14","14","1","1","1896","","","","1001","1865","1737","ERR144577_01639","ERR161044_01646","ERR181435_01642","ERR212146_01645","ERR234202_01645","H37Rv_01640","NC_019950_01619","SRR1019139_01640","SRR1163294_01638","SRR1172044_01638","SRR1173640_01643","SRR1180462_01643","SRR671749_01637","SRR998654_01640"
"treZ","","Malto-oligosyltrehalose trehalohydrolase","14","14","1","1","1913","","","","1298","1742","1628","ERR144577_01652","ERR161044_01658","ERR181435_01654","ERR212146_01657","ERR234202_01657","H37Rv_01652","NC_019950_01637","SRR1019139_01652","SRR1163294_01650","SRR1172044_01650","SRR1173640_01656","SRR1180462_01655","SRR671749_01649","SRR998654_01652"
"group_15","","PE-PGRS family protein PE_PGRS17","14","14","1","1","1270","","","","983","995","994","ERR144577_01031","ERR161044_01041","ERR181435_01035","ERR212146_01036","ERR234202_01040","H37Rv_01033","NC_019950_01016","SRR1019139_01036","SRR1163294_01032","SRR1172044_01032","SRR1173640_01035","SRR1180462_01037","SRR671749_01030","SRR998654_01031"
"group_151","","putative membrane protein","14","14","1","1","2099","","","","395","593","578","ERR144577_01834","ERR161044_01839","ERR181435_01836","ERR212146_01838","ERR234202_01838","H37Rv_01834","NC_019950_01806","SRR1019139_01834","SRR1163294_01834","SRR1172044_01831","SRR1173640_01838","SRR1180462_01836","SRR671749_01830","SRR998654_01833"
"group_154","","Long-chain-fatty-acid--CoA ligase FadD17","14","14","1","1","2118","","","","1358","1709","1588","ERR144577_01850","ERR161044_01855","ERR181435_01854","ERR212146_01854","ERR234202_01854","H37Rv_01850","NC_019950_01826","SRR1019139_01851","SRR1163294_01850","SRR1172044_01847","SRR1173640_01854","SRR1180462_01852","SRR671749_01846","SRR998654_01849"
"group_156","","hypothetical protein","14","14","1","1","2130","","","","2453","2744","2642","ERR144577_01858","ERR161044_01863","ERR181435_01863","ERR212146_01863","ERR234202_01862","H37Rv_01858","NC_019950_01839","SRR1019139_01859","SRR1163294_01858","SRR1172044_01855","SRR1173640_01862","SRR1180462_01860","SRR671749_01855","SRR998654_01857"
"group_16","","hypothetical protein","14","14","1","1","3090","","","","1223","1394","1374","ERR144577_02751","ERR161044_02767","ERR181435_02761","ERR212146_02758","ERR234202_02756","H37Rv_02756","NC_019950_02745","SRR1019139_02754","SRR1163294_02758","SRR1172044_02748","SRR1173640_02751","SRR1180462_02756","SRR671749_02749","SRR998654_02753"
"group_160","","hypothetical protein","14","14","1","1","2141","","","","1097","1256","1108","ERR144577_01865","ERR161044_01871","ERR181435_01871","ERR212146_01870","ERR234202_01869","H37Rv_01865","NC_019950_01847","SRR1019139_01866","SRR1163294_01866","SRR1172044_01862","SRR1173640_01869","SRR1180462_01867","SRR671749_01862","SRR998654_01865"
"group_1606","","hypothetical protein","14","14","1","1","541","","","","482","482","482","ERR144577_00328","ERR161044_00330","ERR181435_00328","ERR212146_00332","ERR234202_00330","H37Rv_00327","NC_019950_00326","SRR1019139_00330","SRR1163294_00328","SRR1172044_00325","SRR1173640_00329","SRR1180462_00330","SRR671749_00325","SRR998654_00326"
"groS","","10 kDa chaperonin","14","14","1","1","3943","","","","302","302","302","ERR144577_03593","ERR161044_03610","ERR181435_03604","ERR212146_03603","ERR234202_03598","H37Rv_03601","NC_019950_03579","SRR1019139_03600","SRR1163294_03605","SRR1172044_03593","SRR1173640_03594","SRR1180462_03602","SRR671749_03594","SRR998654_03600"
"nmtR","","HTH-type transcriptional regulator NmtR","14","14","1","1","3590","","","","362","362","362","ERR144577_03925","ERR161044_03943","ERR181435_03936","ERR212146_03935","ERR234202_03932","H37Rv_03934","NC_019950_03911","SRR1019139_03930","SRR1163294_03935","SRR1172044_03926","SRR1173640_03926","SRR1180462_03933","SRR671749_03927","SRR998654_03935"
"group_1609","","hypothetical protein","14","14","1","1","1199","","","","473","473","473","ERR144577_00963","ERR161044_00972","ERR181435_00966","ERR212146_00968","ERR234202_00972","H37Rv_00965","NC_019950_00943","SRR1019139_00968","SRR1163294_00964","SRR1172044_00964","SRR1173640_00967","SRR1180462_00968","SRR671749_00962","SRR998654_00963"
"group_161","","hypothetical protein","14","14","1","1","2423","","","","737","1256","1218","ERR144577_02131","ERR161044_02142","ERR181435_02137","ERR212146_02138","ERR234202_02134","H37Rv_02130","NC_019950_02108","SRR1019139_02131","SRR1163294_02135","SRR1172044_02127","SRR1173640_02134","SRR1180462_02133","SRR671749_02128","SRR998654_02130"
"cmoB","","tRNA U34 carboxymethyltransferase","14","14","1","1","4477","","","","725","725","725","ERR144577_03093","ERR161044_03108","ERR181435_03104","ERR212146_03101","ERR234202_03100","H37Rv_03099","NC_019950_03067","SRR1019139_03097","SRR1163294_03103","SRR1172044_03090","SRR1173640_03094","SRR1180462_03100","SRR671749_03092","SRR998654_03097"
"group_1611","","hypothetical protein","14","14","1","1","4089","","","","899","899","899","ERR144577_03463","ERR161044_03479","ERR181435_03473","ERR212146_03474","ERR234202_03469","H37Rv_03471","NC_019950_03450","SRR1019139_03471","SRR1163294_03477","SRR1172044_03463","SRR1173640_03464","SRR1180462_03474","SRR671749_03464","SRR998654_03468"
"group_1612","","Putative toxinA/RVBD_3098A","14","14","1","1","4313","","","","317","317","317","ERR144577_03247","ERR161044_03263","ERR181435_03259","ERR212146_03256","ERR234202_03254","H37Rv_03254","NC_019950_03242","SRR1019139_03253","SRR1163294_03259","SRR1172044_03246","SRR1173640_03248","SRR1180462_03257","SRR671749_03247","SRR998654_03251"
"group_1613","","hypothetical protein","14","14","1","1","2193","","","","944","944","944","ERR144577_01914","ERR161044_01922","ERR181435_01920","ERR212146_01920","ERR234202_01918","H37Rv_01914","NC_019950_01894","SRR1019139_01915","SRR1163294_01915","SRR1172044_01911","SRR1173640_01918","SRR1180462_01916","SRR671749_01911","SRR998654_01915"
"group_1614","","putative SURF1-like protein","14","14","1","1","2672","","","","815","815","815","ERR144577_02362","ERR161044_02368","ERR181435_02363","ERR212146_02365","ERR234202_02363","H37Rv_02359","NC_019950_02343","SRR1019139_02360","SRR1163294_02363","SRR1172044_02356","SRR1173640_02362","SRR1180462_02363","SRR671749_02357","SRR998654_02359"
"hypB_2","","Hydrogenase maturation factor HypB","14","14","1","1","4579","","","","215","215","215","ERR144577_02993","ERR161044_03010","ERR181435_03005","ERR212146_03002","ERR234202_03001","H37Rv_02999","NC_019950_02970","SRR1019139_02997","SRR1163294_03003","SRR1172044_02990","SRR1173640_02993","SRR1180462_03000","SRR671749_02992","SRR998654_02997"
"group_1616","","Nucleotide-binding protein","14","14","1","1","1749","","","","905","905","905","ERR144577_01502","ERR161044_01510","ERR181435_01504","ERR212146_01508","ERR234202_01510","H37Rv_01503","NC_019950_01481","SRR1019139_01506","SRR1163294_01501","SRR1172044_01502","SRR1173640_01505","SRR1180462_01505","SRR671749_01500","SRR998654_01503"
"group_1617","","hypothetical protein","14","14","1","1","3577","","","","719","719","719","ERR144577_03939","ERR161044_03957","ERR181435_03950","ERR212146_03948","ERR234202_03946","H37Rv_03948","NC_019950_03925","SRR1019139_03944","SRR1163294_03949","SRR1172044_03940","SRR1173640_03940","SRR1180462_03947","SRR671749_03941","SRR998654_03949"
"moaB","","Molybdenum cofactor biosynthesis protein B","14","14","1","1","1277","","","","545","545","545","ERR144577_01037","ERR161044_01047","ERR181435_01041","ERR212146_01042","ERR234202_01046","H37Rv_01039","NC_019950_01023","SRR1019139_01042","SRR1163294_01038","SRR1172044_01038","SRR1173640_01041","SRR1180462_01043","SRR671749_01036","SRR998654_01037"
"group_1619","","hypothetical protein","14","14","1","1","4525","","","","242","242","242","ERR144577_03046","ERR161044_03063","ERR181435_03058","ERR212146_03055","ERR234202_03054","H37Rv_03052","NC_019950_03023","SRR1019139_03050","SRR1163294_03056","SRR1172044_03043","SRR1173640_03046","SRR1180462_03053","SRR671749_03045","SRR998654_03051"
"group_162","","hypothetical protein","14","14","1","1","2250","","","","1007","1556","1434","ERR144577_01967","ERR161044_01977","ERR181435_01973","ERR212146_01973","ERR234202_01971","H37Rv_01967","NC_019950_01946","SRR1019139_01967","SRR1163294_01969","SRR1172044_01964","SRR1173640_01971","SRR1180462_01969","SRR671749_01964","SRR998654_01967"
"rplX","","50S ribosomal protein L24","14","14","1","1","985","","","","317","317","317","ERR144577_00754","ERR161044_00761","ERR181435_00756","ERR212146_00759","ERR234202_00761","H37Rv_00757","NC_019950_00749","SRR1019139_00760","SRR1163294_00756","SRR1172044_00755","SRR1173640_00758","SRR1180462_00758","SRR671749_00753","SRR998654_00755"
"group_1621","","hypothetical protein","14","14","1","1","2369","","","","467","467","467","ERR144577_02080","ERR161044_02093","ERR181435_02087","ERR212146_02088","ERR234202_02084","H37Rv_02081","NC_019950_02055","SRR1019139_02081","SRR1163294_02084","SRR1172044_02078","SRR1173640_02084","SRR1180462_02082","SRR671749_02078","SRR998654_02081"
"group_1622","","hypothetical protein","14","14","1","1","707","","","","293","293","293","ERR144577_00485","ERR161044_00489","ERR181435_00486","ERR212146_00491","ERR234202_00492","H37Rv_00487","NC_019950_00481","SRR1019139_00490","SRR1163294_00487","SRR1172044_00484","SRR1173640_00486","SRR1180462_00489","SRR671749_00483","SRR998654_00484"
"group_1623","","Putative short-chain type dehydrogenase/reductase","14","14","1","1","363","","","","860","860","860","ERR144577_00163","ERR161044_00161","ERR181435_00163","ERR212146_00164","ERR234202_00163","H37Rv_00161","NC_019950_00165","SRR1019139_00166","SRR1163294_00163","SRR1172044_00160","SRR1173640_00164","SRR1180462_00164","SRR671749_00160","SRR998654_00162"
"rpsF","","30S ribosomal protein S6","14","14","1","1","254","","","","290","290","290","ERR144577_00059","ERR161044_00059","ERR181435_00061","ERR212146_00062","ERR234202_00061","H37Rv_00060","NC_019950_00061","SRR1019139_00061","SRR1163294_00060","SRR1172044_00060","SRR1173640_00060","SRR1180462_00059","SRR671749_00059","SRR998654_00060"
"cdsA","","Phosphatidate cytidylyltransferase","14","14","1","1","4554","","","","920","920","920","ERR144577_03017","ERR161044_03034","ERR181435_03029","ERR212146_03026","ERR234202_03025","H37Rv_03023","NC_019950_02995","SRR1019139_03021","SRR1163294_03027","SRR1172044_03014","SRR1173640_03017","SRR1180462_03024","SRR671749_03016","SRR998654_03021"
"cysS","","Cysteine--tRNA ligase","14","14","1","1","3767","","","","1409","1409","1409","ERR144577_03759","ERR161044_03776","ERR181435_03770","ERR212146_03767","ERR234202_03765","H37Rv_03767","NC_019950_03746","SRR1019139_03764","SRR1163294_03770","SRR1172044_03759","SRR1173640_03760","SRR1180462_03768","SRR671749_03760","SRR998654_03768"
"etfB","","Electron transfer flavoprotein subunit beta","14","14","1","1","4391","","","","800","800","800","ERR144577_03174","ERR161044_03189","ERR181435_03185","ERR212146_03183","ERR234202_03181","H37Rv_03181","NC_019950_03152","SRR1019139_03179","SRR1163294_03185","SRR1172044_03173","SRR1173640_03175","SRR1180462_03183","SRR671749_03174","SRR998654_03178"
"group_1628","","hypothetical protein","14","14","1","1","2034","","","","824","824","824","ERR144577_01771","ERR161044_01776","ERR181435_01774","ERR212146_01776","ERR234202_01776","H37Rv_01772","NC_019950_01744","SRR1019139_01772","SRR1163294_01773","SRR1172044_01769","SRR1173640_01776","SRR1180462_01774","SRR671749_01768","SRR998654_01771"
"ricR","","Copper-sensing transcriptional repressor RicR","14","14","1","1","409","","","","290","290","290","ERR144577_00208","ERR161044_00207","ERR181435_00208","ERR212146_00209","ERR234202_00208","H37Rv_00206","NC_019950_00209","SRR1019139_00210","SRR1163294_00208","SRR1172044_00205","SRR1173640_00209","SRR1180462_00209","SRR671749_00205","SRR998654_00207"
"coaX","","Type III pantothenate kinase","14","14","1","1","3748","","","","818","818","818","ERR144577_03778","ERR161044_03795","ERR181435_03789","ERR212146_03786","ERR234202_03784","H37Rv_03786","NC_019950_03764","SRR1019139_03783","SRR1163294_03789","SRR1172044_03778","SRR1173640_03779","SRR1180462_03787","SRR671749_03779","SRR998654_03787"
"whiB1","","Transcriptional regulator WhiB1","14","14","1","1","4176","","","","254","254","254","ERR144577_03382","ERR161044_03398","ERR181435_03392","ERR212146_03391","ERR234202_03388","H37Rv_03389","NC_019950_03360","SRR1019139_03389","SRR1163294_03395","SRR1172044_03381","SRR1173640_03383","SRR1180462_03392","SRR671749_03382","SRR998654_03386"
"clpB","","Chaperone protein ClpB","14","14","1","1","624","","","","2546","2546","2546","ERR144577_00405","ERR161044_00406","ERR181435_00406","ERR212146_00410","ERR234202_00409","H37Rv_00406","NC_019950_00404","SRR1019139_00408","SRR1163294_00406","SRR1172044_00404","SRR1173640_00406","SRR1180462_00407","SRR671749_00403","SRR998654_00403"
"recN","","DNA repair protein RecN","14","14","1","1","2050","","","","1763","1763","1763","ERR144577_01787","ERR161044_01792","ERR181435_01790","ERR212146_01792","ERR234202_01792","H37Rv_01788","NC_019950_01760","SRR1019139_01788","SRR1163294_01789","SRR1172044_01785","SRR1173640_01792","SRR1180462_01790","SRR671749_01784","SRR998654_01787"
"group_1634","","putative protein","14","14","1","1","741","","","","770","770","770","ERR144577_00519","ERR161044_00523","ERR181435_00520","ERR212146_00524","ERR234202_00526","H37Rv_00521","NC_019950_00515","SRR1019139_00524","SRR1163294_00521","SRR1172044_00518","SRR1173640_00520","SRR1180462_00523","SRR671749_00517","SRR998654_00518"
"group_1635","","hypothetical protein","14","14","1","1","2605","","","","905","905","905","ERR144577_02295","ERR161044_02304","ERR181435_02297","ERR212146_02300","ERR234202_02298","H37Rv_02293","NC_019950_02278","SRR1019139_02295","SRR1163294_02298","SRR1172044_02290","SRR1173640_02297","SRR1180462_02298","SRR671749_02292","SRR998654_02293"
