"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","AP023349","GPSC15_reference","GPSC21_reference","GPSC22_reference","GPSC26_reference","GPSC31_reference","GPSC32_reference","GPSC34_reference","GPSC37_reference","GPSC3_reference","GPSC40_reference","GPSC4_reference","GPSC8_reference","NC_017592"
"group_1090","","hypothetical protein","14","14","1","1","4334","","","","878","878","878","AP023349_01318","GPSC15_reference_01138","GPSC21_reference_01149","GPSC22_reference_01166","GPSC26_reference_01253","GPSC31_reference_01159","GPSC32_reference_01284","GPSC34_reference_01173","GPSC37_reference_01160","GPSC3_reference_01234","GPSC40_reference_01186","GPSC4_reference_01084","GPSC8_reference_01269","NC_017592_01178"
"tarI","","Ribitol-5-phosphate cytidylyltransferase","14","14","1","1","4331","","","","707","707","707","AP023349_01321","GPSC15_reference_01141","GPSC21_reference_01152","GPSC22_reference_01169","GPSC26_reference_01256","GPSC31_reference_01162","GPSC32_reference_01287","GPSC34_reference_01176","GPSC37_reference_01163","GPSC3_reference_01237","GPSC40_reference_01189","GPSC4_reference_01087","GPSC8_reference_01272","NC_017592_01181"
"group_1092","","hypothetical protein","14","14","1","1","4329","","","","803","803","803","AP023349_01323","GPSC15_reference_01143","GPSC21_reference_01154","GPSC22_reference_01171","GPSC26_reference_01258","GPSC31_reference_01164","GPSC32_reference_01289","GPSC34_reference_01178","GPSC37_reference_01165","GPSC3_reference_01239","GPSC40_reference_01191","GPSC4_reference_01089","GPSC8_reference_01274","NC_017592_01183"
"group_1093","","hypothetical protein","14","14","1","1","4322","","","","542","542","542","AP023349_01331","GPSC15_reference_01150","GPSC21_reference_01161","GPSC22_reference_01178","GPSC26_reference_01265","GPSC31_reference_01171","GPSC32_reference_01296","GPSC34_reference_01185","GPSC37_reference_01172","GPSC3_reference_01246","GPSC40_reference_01198","GPSC4_reference_01096","GPSC8_reference_01281","NC_017592_01190"
"group_1094","","hypothetical protein","14","14","1","1","4310","","","","257","1304","1229","AP023349_01344","GPSC15_reference_01160","GPSC21_reference_01171","GPSC22_reference_01188","GPSC26_reference_01275","GPSC31_reference_01181","GPSC32_reference_01306","GPSC34_reference_01197","GPSC37_reference_01182","GPSC3_reference_01256","GPSC40_reference_01207","GPSC4_reference_01106","GPSC8_reference_01293","NC_017592_01200"
"group_1097","","putative protein","14","14","1","1","4602","","","","221","491","471","AP023349_01374","GPSC15_reference_00919","GPSC21_reference_00464","GPSC22_reference_00905","GPSC26_reference_00925","GPSC31_reference_00918","GPSC32_reference_00988","GPSC34_reference_00942","GPSC37_reference_00933","GPSC3_reference_00979","GPSC40_reference_00935","GPSC4_reference_00881","GPSC8_reference_00989","NC_017592_00931"
"mtnN","","5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase","14","14","1","1","4598","","","","692","692","692","AP023349_01375","GPSC15_reference_00918","GPSC21_reference_00465","GPSC22_reference_00904","GPSC26_reference_00924","GPSC31_reference_00917","GPSC32_reference_00987","GPSC34_reference_00941","GPSC37_reference_00932","GPSC3_reference_00978","GPSC40_reference_00934","GPSC4_reference_00880","GPSC8_reference_00988","NC_017592_00930"
"bepA","","Beta-barrel assembly-enhancing protease","14","14","1","1","2766","","","","1229","1229","1229","AP023349_01387","GPSC15_reference_01309","GPSC21_reference_01355","GPSC22_reference_01354","GPSC26_reference_01454","GPSC31_reference_01370","GPSC32_reference_01497","GPSC34_reference_01350","GPSC37_reference_01344","GPSC3_reference_01454","GPSC40_reference_01346","GPSC4_reference_01382","GPSC8_reference_01468","NC_017592_01366"
"atpH","","ATP synthase subunit delta","14","14","1","1","2774","","","","329","536","521","AP023349_01394","GPSC15_reference_01316","GPSC21_reference_01362","GPSC22_reference_01361","GPSC26_reference_01461","GPSC31_reference_01377","GPSC32_reference_01504","GPSC34_reference_01357","GPSC37_reference_01351","GPSC3_reference_01461","GPSC40_reference_01353","GPSC4_reference_01390","GPSC8_reference_01475","NC_017592_01373"
"mapP","","Maltose 6'-phosphate phosphatase","14","14","1","1","2336","","","","815","815","815","AP023349_01454","GPSC15_reference_00684","GPSC21_reference_00707","GPSC22_reference_00684","GPSC26_reference_00706","GPSC31_reference_00703","GPSC32_reference_00766","GPSC34_reference_00724","GPSC37_reference_00708","GPSC3_reference_00698","GPSC40_reference_00717","GPSC4_reference_00659","GPSC8_reference_00768","NC_017592_00707"
"manA","","Mannose-6-phosphate isomerase ManA","14","14","1","1","186","","","","944","944","944","AP023349_01475","GPSC15_reference_00662","GPSC21_reference_00686","GPSC22_reference_00662","GPSC26_reference_00684","GPSC31_reference_00681","GPSC32_reference_00744","GPSC34_reference_00702","GPSC37_reference_00685","GPSC3_reference_00677","GPSC40_reference_00696","GPSC4_reference_00638","GPSC8_reference_00746","NC_017592_00686"
"copY","","Transcriptional repressor CopY","14","14","1","1","1274","","","","266","395","385","AP023349_01485","GPSC15_reference_00656","GPSC21_reference_00678","GPSC22_reference_00655","GPSC26_reference_00676","GPSC31_reference_00675","GPSC32_reference_00735","GPSC34_reference_00695","GPSC37_reference_00678","GPSC3_reference_00669","GPSC40_reference_00688","GPSC4_reference_00631","GPSC8_reference_00738","NC_017592_00680"
"group_1105","","hypothetical protein","14","14","1","1","1058","","","","608","764","752","AP023349_01494","GPSC15_reference_00632","GPSC21_reference_00654","GPSC22_reference_00629","GPSC26_reference_00650","GPSC31_reference_00652","GPSC32_reference_00709","GPSC34_reference_00674","GPSC37_reference_00654","GPSC3_reference_00645","GPSC40_reference_00665","GPSC4_reference_00608","GPSC8_reference_00714","NC_017592_00657"
"murG","","UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase","14","14","1","1","1066","","","","1058","1058","1058","AP023349_01499","GPSC15_reference_00628","GPSC21_reference_00649","GPSC22_reference_00624","GPSC26_reference_00635","GPSC31_reference_00638","GPSC32_reference_00704","GPSC34_reference_00670","GPSC37_reference_00649","GPSC3_reference_00640","GPSC40_reference_00660","GPSC4_reference_00597","GPSC8_reference_00709","NC_017592_00652"
"rnz","","Ribonuclease Z","14","14","1","1","1090","","","","587","929","904","AP023349_01517","GPSC15_reference_00615","GPSC21_reference_00636","GPSC22_reference_00612","GPSC26_reference_00623","GPSC31_reference_00625","GPSC32_reference_00690","GPSC34_reference_00657","GPSC37_reference_00636","GPSC3_reference_00627","GPSC40_reference_00648","GPSC4_reference_00586","GPSC8_reference_00696","NC_017592_00639"
"miaA","","tRNA dimethylallyltransferase","14","14","1","1","1094","","","","884","884","884","AP023349_01521","GPSC15_reference_00612","GPSC21_reference_00633","GPSC22_reference_00609","GPSC26_reference_00620","GPSC31_reference_00622","GPSC32_reference_00687","GPSC34_reference_00654","GPSC37_reference_00633","GPSC3_reference_00624","GPSC40_reference_00645","GPSC4_reference_00583","GPSC8_reference_00693","NC_017592_00636"
"group_1110","","hypothetical protein","14","14","1","1","1113","","","","452","563","555","AP023349_01530","GPSC15_reference_00604","GPSC21_reference_00625","GPSC22_reference_00601","GPSC26_reference_00612","GPSC31_reference_00614","GPSC32_reference_00679","GPSC34_reference_00646","GPSC37_reference_00625","GPSC3_reference_00616","GPSC40_reference_00637","GPSC4_reference_00575","GPSC8_reference_00685","NC_017592_00628"
"group_1111","","hypothetical protein","14","14","1","1","2198","","","","209","209","209","AP023349_01541","GPSC15_reference_01259","GPSC21_reference_01288","GPSC22_reference_01299","GPSC26_reference_01385","GPSC31_reference_01303","GPSC32_reference_01430","GPSC34_reference_01293","GPSC37_reference_01288","GPSC3_reference_01387","GPSC40_reference_01288","GPSC4_reference_01215","GPSC8_reference_01396","NC_017592_01300"
"murE","","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase","14","14","1","1","2811","","","","1427","1445","1443","AP023349_01557","GPSC15_reference_01335","GPSC21_reference_01380","GPSC22_reference_01380","GPSC26_reference_01482","GPSC31_reference_01397","GPSC32_reference_01522","GPSC34_reference_01376","GPSC37_reference_01371","GPSC3_reference_01480","GPSC40_reference_01373","GPSC4_reference_01409","GPSC8_reference_01494","NC_017592_01393"
"group_1113","","hypothetical protein","14","14","1","1","2818","","","","296","299","298","AP023349_01562","GPSC15_reference_01340","GPSC21_reference_01385","GPSC22_reference_01385","GPSC26_reference_01487","GPSC31_reference_01403","GPSC32_reference_01527","GPSC34_reference_01381","GPSC37_reference_01377","GPSC3_reference_01485","GPSC40_reference_01378","GPSC4_reference_01414","GPSC8_reference_01499","NC_017592_01398"
"uvrC","","UvrABC system protein C","14","14","1","1","1220","","","","1844","1847","1845","AP023349_01629","GPSC15_reference_00561","GPSC21_reference_00584","GPSC22_reference_00561","GPSC26_reference_00572","GPSC31_reference_00575","GPSC32_reference_00639","GPSC34_reference_00609","GPSC37_reference_00583","GPSC3_reference_00571","GPSC40_reference_00596","GPSC4_reference_00536","GPSC8_reference_00645","NC_017592_00588"
"glnM_1","","putative glutamine ABC transporter permease protein GlnM","14","14","1","1","2681","","","","677","677","677","AP023349_01638","GPSC15_reference_00552","GPSC21_reference_00575","GPSC22_reference_00552","GPSC26_reference_00562","GPSC31_reference_00565","GPSC32_reference_00630","GPSC34_reference_00600","GPSC37_reference_00574","GPSC3_reference_00562","GPSC40_reference_00587","GPSC4_reference_00527","GPSC8_reference_00636","NC_017592_00579"
"nadD","","Nicotinate-nucleotide adenylyltransferase","14","14","1","1","1647","","","","389","629","611","AP023349_01680","GPSC15_reference_01543","GPSC21_reference_01574","GPSC22_reference_01567","GPSC26_reference_01680","GPSC31_reference_01592","GPSC32_reference_01710","GPSC34_reference_01630","GPSC37_reference_01574","GPSC3_reference_01673","GPSC40_reference_01625","GPSC4_reference_01608","GPSC8_reference_01706","NC_017592_01598"
"mutS2","","Endonuclease MutS2","14","14","1","1","2084","","","","1067","2336","2245","AP023349_01743","GPSC15_reference_00395","GPSC21_reference_00338","GPSC22_reference_00384","GPSC26_reference_00391","GPSC31_reference_00393","GPSC32_reference_00469","GPSC34_reference_00435","GPSC37_reference_00406","GPSC3_reference_00399","GPSC40_reference_00415","GPSC4_reference_00366","GPSC8_reference_00463","NC_017592_00420"
"group_1120","","hypothetical protein","14","14","1","1","1430","","","","872","953","947","AP023349_01757","GPSC15_reference_00379","GPSC21_reference_00321","GPSC22_reference_00367","GPSC26_reference_00367","GPSC31_reference_00369","GPSC32_reference_00454","GPSC34_reference_00412","GPSC37_reference_00383","GPSC3_reference_00383","GPSC40_reference_00398","GPSC4_reference_00343","GPSC8_reference_00441","NC_017592_00404"
"ponA","","Penicillin-binding protein 1A","14","14","1","1","841","","","","140","2159","2014","AP023349_01769","GPSC15_reference_00365","GPSC21_reference_00308","GPSC22_reference_00353","GPSC26_reference_00353","GPSC31_reference_00356","GPSC32_reference_00441","GPSC34_reference_00398","GPSC37_reference_00369","GPSC3_reference_00370","GPSC40_reference_00384","GPSC4_reference_00326","GPSC8_reference_00428","NC_017592_00390"
"adhA","","Alcohol dehydrogenase 1","14","14","1","1","616","","","","770","1019","1001","AP023349_01842","GPSC15_reference_00289","GPSC21_reference_00249","GPSC22_reference_00285","GPSC26_reference_00276","GPSC31_reference_00278","GPSC32_reference_00364","GPSC34_reference_00332","GPSC37_reference_00312","GPSC3_reference_00309","GPSC40_reference_00318","GPSC4_reference_00262","GPSC8_reference_00337","NC_017592_00323"
"polC","","DNA polymerase III PolC-type","14","14","1","1","605","","","","3896","4391","4355","AP023349_01852","GPSC15_reference_00278","GPSC21_reference_00238","GPSC22_reference_00274","GPSC26_reference_00265","GPSC31_reference_00267","GPSC32_reference_00353","GPSC34_reference_00321","GPSC37_reference_00301","GPSC3_reference_00298","GPSC40_reference_00307","GPSC4_reference_00251","GPSC8_reference_00326","NC_017592_00312"
"gtaB","","UTP--glucose-1-phosphate uridylyltransferase","14","14","1","1","2570","","","","899","899","899","AP023349_01955","GPSC15_reference_01872","GPSC21_reference_01920","GPSC22_reference_01929","GPSC26_reference_02045","GPSC31_reference_01938","GPSC32_reference_02034","GPSC34_reference_01966","GPSC37_reference_01922","GPSC3_reference_02040","GPSC40_reference_01984","GPSC4_reference_01967","GPSC8_reference_02101","NC_017592_01968"
"yicL_2","","putative inner membrane transporter YicL","14","14","1","1","2577","","","","665","911","893","AP023349_01960","GPSC15_reference_01877","GPSC21_reference_01926","GPSC22_reference_01934","GPSC26_reference_02051","GPSC31_reference_01943","GPSC32_reference_02039","GPSC34_reference_01971","GPSC37_reference_01927","GPSC3_reference_02045","GPSC40_reference_01989","GPSC4_reference_01972","GPSC8_reference_02106","NC_017592_01973"
"adhB","","Alcohol dehydrogenase 2","14","14","1","1","3641","","","","1151","1151","1151","AP023349_02009","GPSC15_reference_01935","GPSC21_reference_01988","GPSC22_reference_01986","GPSC26_reference_02111","GPSC31_reference_02001","GPSC32_reference_00018","GPSC34_reference_02030","GPSC37_reference_01995","GPSC3_reference_02106","GPSC40_reference_02045","GPSC4_reference_02029","GPSC8_reference_02181","NC_017592_02026"
"fucI","","L-fucose isomerase","14","14","1","1","3646","","","","1766","1766","1766","AP023349_02010","GPSC15_reference_01936","GPSC21_reference_01989","GPSC22_reference_01987","GPSC26_reference_02112","GPSC31_reference_02002","GPSC32_reference_00019","GPSC34_reference_02031","GPSC37_reference_01996","GPSC3_reference_02107","GPSC40_reference_02046","GPSC4_reference_02030","GPSC8_reference_02182","NC_017592_02027"
"srlR","","Glucitol operon repressor","14","14","1","1","3657","","","","593","773","758","AP023349_02022","GPSC15_reference_01947","GPSC21_reference_01999","GPSC22_reference_01997","GPSC26_reference_02122","GPSC31_reference_02012","GPSC32_reference_00029","GPSC34_reference_02041","GPSC37_reference_02006","GPSC3_reference_02117","GPSC40_reference_02056","GPSC4_reference_02040","GPSC8_reference_02192","NC_017592_02037"
"group_1132","","hypothetical protein","14","14","1","1","3664","","","","683","1244","1203","AP023349_02029","GPSC15_reference_01954","GPSC21_reference_02006","GPSC22_reference_02004","GPSC26_reference_02129","GPSC31_reference_02019","GPSC32_reference_00036","GPSC34_reference_02048","GPSC37_reference_02013","GPSC3_reference_02125","GPSC40_reference_02063","GPSC4_reference_02047","GPSC8_reference_02199","NC_017592_02044"
"glpO","","Alpha-glycerophosphate oxidase","14","14","1","1","3673","","","","1658","1826","1811","AP023349_02033","GPSC15_reference_01962","GPSC21_reference_02012","GPSC22_reference_02011","GPSC26_reference_02138","GPSC31_reference_02026","GPSC32_reference_00042","GPSC34_reference_02054","GPSC37_reference_02019","GPSC3_reference_02128","GPSC40_reference_02071","GPSC4_reference_02055","GPSC8_reference_02208","NC_017592_02051"
"group_1136","","hypothetical protein","14","14","1","1","4163","","","","467","542","536","AP023349_02106","GPSC15_reference_00023","GPSC21_reference_02136","GPSC22_reference_02060","GPSC26_reference_02188","GPSC31_reference_00003","GPSC32_reference_00087","GPSC34_reference_00043","GPSC37_reference_02071","GPSC3_reference_02174","GPSC40_reference_00033","GPSC4_reference_02103","GPSC8_reference_02256","NC_017592_02098"
"dnaA","","Chromosomal replication initiator protein DnaA","14","14","1","1","4154","","","","1298","1361","1352","AP023349_00001","GPSC15_reference_00033","GPSC21_reference_02146","GPSC22_reference_00008","GPSC26_reference_00001","GPSC31_reference_00014","GPSC32_reference_00097","GPSC34_reference_00053","GPSC37_reference_02082","GPSC3_reference_00001","GPSC40_reference_00043","GPSC4_reference_02113","GPSC8_reference_00001","NC_017592_00001"
